1,756,Daytona,14.498,29810.00,2056.145675,202506
2,351,Greenwich,30.244,61521.35,2034.167108,202506
3,769,Brentwood,19.499,39251.00,2012.975024,202506
4,747,Anna,13.083,24910.00,1903.997554,202506
5,409,Birmingham,13.080,23834.00,1822.171254,202506
6,293,Kirkland,15.581,28034.00,1799.242667,202506
7,556,Queen Creek,11.998,21525.00,1794.049008,202506
8,271,Westport,44.576,79827.91,1790.827127,202506
9,745,Lakeside,10.249,18265.00,1782.125085,202506
10,780,Long Beach,11.497,19743.00,1717.230582,202506
11,733,Charlottesville,9.500,16285.00,1714.210526,202506
12,17,Boulder,57.000,97704.00,1714.105263,202506
13,85,West Chester & Liberty,22.497,38467.00,1709.872427,202506
14,743,Middleton,16.665,28375.00,1702.670267,202506
15,407,Stone Oak,16.078,27348.00,1700.957831,202506
16,707,Springfield,11.250,18925.00,1682.222222,202506
17,656,NBTX,16.412,27580.00,1680.477699,202506
18,353,Loveland & South,14.580,24327.49,1668.552126,202506
19,366,Birmingham,32.743,54347.00,1659.805149,202506
20,375,Little Rock,13.914,23045.00,1656.245508,202506
21,643,Troy,18.412,30305.00,1645.937432,202506
22,12,Tulsa,8.332,13711.67,1645.663706,202506
23,138,Bellevue,20.248,33208.00,1640.063216,202506
24,589,Music City,14.413,23600.00,1637.410671,202506
25,479,Greeley,33.241,54367.00,1635.540447,202506
26,503,Darien New Canaan,13.665,22347.75,1635.400659,202506
27,830,Ogden,11.164,18256.00,1635.256181,202506
28,763,Queen City,22.748,36982.00,1625.725338,202506
29,380,Kirkwood,18.579,30122.00,1621.292858,202506
30,641,Southlake,25.832,41860.67,1620.496671,202506
31,261,Loveland,23.414,37864.00,1617.152131,202506
32,84,Medina County,18.909,30540.00,1615.103919,202506
33,753,Bentonville,20.244,32629.00,1611.786208,202506
34,504,Aiken,24.998,40026.25,1601.178094,202506
35,585,Dripping Springs,57.333,91775.00,1600.736051,202506
36,832,Rockwall,17.250,27603.50,1600.202899,202506
37,324,Austin,15.915,25420.00,1597.235313,202506
38,15,BuckHaven,17.748,28321.34,1595.748253,202506
39,628,Kona Coast,22.247,35499.00,1595.675821,202506
40,694,El Dorado Hills,12.750,20314.00,1593.254902,202506
41,108,Eden Prairie,36.160,57385.00,1586.974558,202506
42,467,Lake Minnetonka,30.243,47921.67,1584.554112,202506
43,480,Albuquerque,24.992,39550.00,1582.506402,202506
44,453,Park Cities,13.997,22114.00,1579.909981,202506
45,456,Bozeman,9.665,15264.58,1579.366787,202506
46,629,Carmel,18.912,29821.00,1576.829526,202506
47,676,Papillion,17.995,28375.00,1576.826896,202506
48,679,Portsmouth,14.415,22695.00,1574.401665,202506
49,90,Highlands Ranch,22.247,35010.00,1573.695330,202506
50,627,Windsor,24.664,38758.25,1571.450292,202506
51,551,Chattanooga,18.581,29164.00,1569.560304,202506
52,664,Lakewood,21.996,34492.50,1568.126023,202506
53,777,North Shore,12.416,19419.00,1564.030284,202506
54,518,Celina,42.160,65908.50,1563.294592,202506
55,843,Ann Arbor,11.666,18220.00,1561.803532,202506
56,347,Frederick,26.826,41896.00,1561.768434,202506
57,14,Scottsdale,27.496,42884.00,1559.645039,202506
58,735,ATX,11.000,17105.00,1555.000000,202506
59,788,Redondo Beach,10.331,16056.00,1554.157390,202506
60,588,Media,13.498,20912.00,1549.266558,202506
61,675,Snohomish,23.163,35864.00,1548.331391,202506
62,82,Bend,20.747,32109.25,1547.657493,202506
63,515,River City,23.583,36468.00,1546.368147,202506
64,501,Ahwatukee,16.329,25245.00,1546.022414,202506
65,95,Alpharetta,23.498,36314.33,1545.422164,202506
66,180,Potomac,30.077,46458.33,1544.646408,202506
67,275,McKinney & Prosper,19.330,29777.00,1540.455251,202506
68,718,Spokane,9.332,14364.55,1539.278826,202506
69,620,Tempe,15.662,24103.00,1538.947772,202506
70,377,Boerne,49.324,75640.99,1533.553443,202506
71,498,Broomfield,22.161,33983.67,1533.489915,202506
72,9,Johnson County,14.997,22940.00,1529.639261,202506
73,578,Conroe,12.663,19356.00,1528.547738,202506
74,637,Portland,15.914,24321.00,1528.276989,202506
75,527,Somerset Hills,27.578,42037.00,1524.294728,202506
76,544,Edina,18.413,28035.00,1522.565579,202506
77,140,Johns Creek,20.494,31161.33,1520.509905,202506
78,468,Reno,19.414,29480.00,1518.491810,202506
79,245,Mason & Deerfield,19.499,29570.82,1516.530078,202506
80,722,Santa Ynez Valley,20.913,31703.25,1515.958973,202506
81,828,ROC,11.498,17430.00,1515.915811,202506
82,471,The Woodlands,27.663,41810.00,1511.405126,202506
83,110,Franklin,61.905,93377.00,1508.391891,202506
84,693,Pensacola,20.750,31250.00,1506.024096,202506
85,699,Fayetteville,23.166,34809.00,1502.590003,202506
86,327,Plano,20.498,30753.10,1500.297590,202506
87,416,Canton,10.082,15115.00,1499.206507,202506
88,600,Allen,20.579,30748.75,1494.180961,202506
89,705,Millcreek,10.332,15430.00,1493.418506,202506
90,734,Indian Hill,21.498,32045.00,1490.603777,202506
91,703,Canton,15.996,23817.00,1488.934734,202506
92,8,Leawood,24.747,36835.00,1488.463248,202506
93,558,Pascack Valley,38.657,57530.00,1488.216882,202506
94,670,Decatur,19.162,28490.00,1486.796785,202506
95,423,West Hartford,22.495,33426.50,1485.952434,202506
96,111,Frisco,13.665,20300.00,1485.547018,202506
97,582,Destin,14.750,21908.97,1485.353898,202506
98,231,Cypress,27.080,40212.00,1484.933530,202506
99,119,Hendersonville,17.747,26299.98,1481.939483,202506
100,25,Paradise Valley,59.985,88860.50,1481.378678,202506
101,350,Yorba Linda,21.577,31963.00,1481.345878,202506
102,319,Gilbert,20.998,31090.00,1480.617202,202506
103,26,Lee's Summit,21.415,31700.00,1480.270838,202506
104,755,Rogers,17.247,25491.00,1477.996173,202506
105,349,Centerville,14.082,20769.16,1474.872887,202506
106,440,Arvada,14.665,21592.77,1472.401637,202506
107,374,Grosse Pointe,18.995,27931.25,1470.452751,202506
108,577,Staten Island,9.248,13585.00,1468.966263,202506
109,523,Waconia,15.661,22985.01,1467.659153,202506
110,764,Palm Beach,17.415,25510.00,1464.829170,202506
111,502,Thompson's Station,15.579,22802.00,1463.636947,202506
112,122,Fort Collins,13.165,19225.75,1460.368401,202506
113,626,Huntsville,43.164,62984.60,1459.192846,202506
114,598,West Austin,21.998,32088.00,1458.678062,202506
115,663,Crystal Lake,16.498,24055.00,1458.055522,202506
116,758,Walnut Creek,15.996,23245.00,1453.175794,202506
117,563,Gulf Coast,20.250,29350.00,1449.382716,202506
118,829,Springdale,12.163,17570.00,1444.544931,202506
119,516,Manhattan,15.580,22495.00,1443.838254,202506
120,839,Parkland,18.999,27395.00,1441.917996,202506
121,647,Woodstock,14.582,20994.00,1439.720203,202506
122,586,Hyde Park,18.248,26221.00,1436.924594,202506
123,792,Mesa,13.745,19750.00,1436.886140,202506
124,771,West Cobb,15.913,22865.00,1436.875511,202506
125,369,Westfield,12.747,18285.00,1434.455166,202506
126,120,Glastonbury,26.164,37408.50,1429.769913,202506
127,712,Texoma,18.913,26934.00,1424.099826,202506
128,613,Ridgefield,14.994,21345.00,1423.569428,202506
129,359,Bridgewater,18.330,26056.50,1421.522095,202506
130,708,Northwest Columbus,15.829,22463.00,1419.104176,202506
131,263,Northern Highlands,12.999,18446.00,1419.032233,202506
132,360,River Oaks,18.749,26480.50,1412.368660,202506
133,762,Elkhorn,21.577,30438.00,1410.668768,202506
134,609,Northlake,13.664,19270.00,1410.275176,202506
135,653,Chamblee,14.915,20995.05,1407.646664,202506
136,361,Minneapolis Lakes,21.581,30200.00,1399.379083,202506
137,97,Red Rock,33.665,47056.16,1397.776920,202506
138,460,West Fort Worth,42.911,59733.00,1392.020694,202506
139,651,Porter,21.247,29574.50,1391.937685,202506
140,786,Mandeville,16.165,22500.00,1391.896072,202506
141,323,St. Charles County,22.912,31887.50,1391.737954,202506
142,711,Greenwood,17.332,24115.00,1391.357027,202506
143,750,Amherst,8.332,11555.00,1386.821892,202506
144,104,Brentwood,40.827,56460.00,1382.908369,202506
145,434,Colorado Springs,32.500,44861.00,1380.338462,202506
146,132,Murfreesboro,13.247,18216.66,1375.153620,202506
147,493,Henderson,20.829,28583.50,1372.293437,202506
148,632,Bellevue,16.664,22720.00,1363.418147,202506
149,616,Upper Westchester,10.749,14643.87,1362.347195,202506
150,526,Gallatin,18.579,25102.00,1351.095323,202506
151,779,Columbia,17.581,23677.00,1346.737956,202506
152,785,Milford,18.911,25451.67,1345.865898,202506
153,78,Smyrna Vinings,35.998,48432.00,1345.408078,202506
154,112,Fayette County,21.245,28524.00,1342.621793,202506
155,677,Westlake,10.749,14369.00,1336.775514,202506
156,574,East Cobb,22.245,29655.24,1333.119353,202506
157,61,Missoula Valley,16.997,22565.00,1327.587221,202506
158,579,Mount Clemens,14.081,18670.00,1325.900149,202506
159,841,Royal Oak,13.582,17985.00,1324.179061,202506
160,525,Fairfield,33.324,44080.00,1322.770376,202506
161,732,Rochester,10.166,13445.00,1322.545741,202506
162,183,Cross Timbers,13.416,17680.00,1317.829457,202506
163,822,Maple Grove,19.079,25090.00,1315.058441,202506
164,496,Roswell,32.578,42732.76,1311.706059,202506
165,570,Eagan,25.244,32913.00,1303.794961,202506
166,299,Castle Rock,17.163,22340.00,1301.637243,202506
167,739,Blue Springs,18.998,24711.33,1300.733235,202506
168,55,SOFU,18.499,23912.00,1292.610411,202506
169,388,Newtown,19.999,25817.00,1290.914546,202506
170,606,Temecula,21.916,28275.00,1290.153313,202506
171,50,Parker,25.247,32525.00,1288.271874,202506
172,519,South Vegas,17.664,22723.50,1286.430027,202506
173,486,Mount Juliet,22.416,28833.25,1286.279889,202506
174,800,Lincolnway,12.580,16160.00,1284.578696,202506
175,21,Chandler,23.660,30261.00,1278.994083,202506
176,49,Boise,30.332,38768.00,1278.122115,202506
177,608,Lebanon,24.916,31758.31,1274.615107,202506
178,162,West Knoxville,30.500,38771.50,1271.196721,202506
179,861,Ramapo Valley,15.333,19410.00,1265.897085,202506
180,254,Belle Meade,18.498,23290.00,1259.055033,202506
181,70,Conejo Valley,30.082,37832.00,1257.629147,202506
182,724,Asbury Park,9.665,12151.50,1257.268495,202506
183,357,Clayton,22.329,28069.00,1257.064804,202506
184,572,Cedar Park,18.747,23560.00,1256.734411,202506
185,509,Gainesville,28.413,35573.00,1251.997325,202506
186,450,McLean,13.082,16325.00,1247.897875,202506
187,796,Denville,20.413,25425.00,1245.529809,202506
188,490,St George,12.331,15348.00,1244.667910,202506
189,393,St. Augustine,7.500,9320.00,1242.666667,202506
190,321,Memorial,23.915,29544.00,1235.375287,202506
191,411,Centennial,25.327,31264.00,1234.413867,202506
192,547,Catalina Foothills,19.665,24150.00,1228.070175,202506
193,631,Stamford,14.748,18040.00,1223.216707,202506
194,37,Chesterfield,20.331,24853.50,1222.443559,202506
195,615,Mercer Island,21.998,26782.50,1217.497045,202506
196,657,Mission Hills,15.332,18600.00,1213.148969,202506
197,740,Santa Barbara Coast,13.249,16070.00,1212.921730,202506
198,331,Leesburg,12.832,15517.50,1209.281484,202506
199,520,Park View,10.332,12440.00,1204.026326,202506
200,751,New Port Richey,19.829,23710.00,1195.723435,202506
201,368,West Bloomfield,11.997,14305.00,1192.381429,202506
202,284,Midlothian,16.914,20060.00,1185.999764,202506
203,11,Northland,12.165,14390.00,1182.901767,202506
204,689,Preston Hollow,19.582,23140.00,1181.697477,202506
205,295,Venice,16.998,20007.00,1177.020826,202506
206,39,SW Lake,10.165,11773.00,1158.189867,202506
207,485,North Peoria,14.332,16557.50,1155.281887,202506
208,455,Topeka,16.250,18715.00,1151.692308,202506
209,727,Surprise,22.495,25890.00,1150.922427,202506
210,484,Wayne,19.580,22390.67,1143.548008,202506
211,45,Cherry Creek,29.500,33570.00,1137.966102,202506
212,171,OKC,15.581,17619.50,1130.832424,202506
213,322,Meridian,30.166,33988.10,1126.702248,202506
214,218,Short Pump,16.749,18246.00,1089.378470,202506
215,421,Chatham & Short Hills,20.914,22537.00,1077.603519,202506
216,81,Cleveland County,18.748,19523.00,1041.337743,202506
217,770,Paradise Coast,18.248,18690.00,1024.221833,202506
